,1,2,3,4,5,sum,low_sum,high_sum,high_low_ratio
ませんよ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ません…,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ほしかったです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ほしかったなあ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ほんとがっかり,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ぼくは思う,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ましょう！,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
まいりました,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ましである,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は苦痛です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
もなります,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は考えた,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は絶妙です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は伝えたい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
も異なります,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は初めてだ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
も残らない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は堪らない,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
も星ひとつ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
も多かった,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は常識レベル,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
もわからない,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は思えない,2.0,2.0,1.0,0.0,0.0,5.0,4.0,0.0,inf
もらいました,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
もまた事実,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は抑えがたい,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は最初のみ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ものの繰り返しです,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は正解です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は活けない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
は無かった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ものだそうだ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ものすごい期待はずれ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ものが多い,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
のような,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
わけですが,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なので捨てます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
になりたい,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
な矛盾点,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
な読後感です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
にあった,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ツッコミどころ満載です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
タイトルでした,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
にくいことこの上ない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ストレスを感じる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ジョークですね,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
にすむ本,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ザラですから,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ゴミ箱行きです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
トンデモ本”です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
コントロールできた,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
キツイと思う,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
オブジェである,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
にはある,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
にはなる,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
オチがない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
にもなる,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
エンジョイできます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
エレファントマン」です,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
にオススメする,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ツボだよ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ナンボですね,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のもおもしろい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
バカ売れした,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
・・),1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なままです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
マジで,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
マシでしょう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
プラトンのイデア,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ファンだった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なるだろう,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なるといえる,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ヒントがない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なるなど――,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なる位だ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ネタが古い,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
バカは困る,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なる本です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なれなかった,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
なわけです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
バカの壁だと,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
なんでだろう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
な内容だ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
バカの壁かも,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
な感じです,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
バイアスがかかる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に下がります,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
イライラして,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に分かります,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を搾取する,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を覚えた,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
のかと,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
のかなー,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のかも…,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のか疑わしい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を示さない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のが残念,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,inf
のことです,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を決めつけすぎ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のだが,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を思い出した,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に多かった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を得ない,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,inf
のですよ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を得た,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を再確認し,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のないベストセラー,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
をお奨めする,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のはサギ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
をえない,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
わずか７歳,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
のは止める,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ぬぐえなかった,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に驚いた,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に面白かった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に陥ります,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
イマイチでした,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
イデアでしょう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に思えた,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に感じた,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
んですが,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
んですか,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に感じ取れます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に拍手!,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に書き込みます,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に期待です,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に欠きます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
んだろう,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
んだよ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を食らった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に耐えない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に見られる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に言いたい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に読みづらい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
を読もう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に近い…,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
に近い事柄,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ていった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
てないから,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ていきます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
甚だ疑問です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がっかりした,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
がつきます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ができます,1.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,inf
良くわからない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
良いそうです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がないです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がないと,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がぷんぷんする,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がほとんどない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がまったくない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がまるでない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がよくない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
自身である,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がウジャウジャ！,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がベストセラーなんだろう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がメチャクチャです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が・・,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
が何より痛い,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
自由である,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
脳のしわざ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
能力です」,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
背景のほう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が多いか,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
苦しい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
落ちた次第,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
がした,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,inf
見えている,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
言いたくなる,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
見られます,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
見つけてください,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
見せた本,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かどうか,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かな,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かなり貧粗,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かな？,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かね？,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かも……,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
複雑でした,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
著作である,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
行為にも,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
かわからない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
か分からない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
薄いのだ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
があるからだ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
著者は説く,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
があるなぁ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
があれば,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
著者は言う,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
著者の肩書き,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
聞こえます,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が多かった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が多すぎる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ことがくやしい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
きそうで,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
等について」,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
筈である,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
くうはずです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
章くらいまで,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
立ち読みした,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
空しいばかりだ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
げんなり,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
稚拙です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
確かめて欲しい,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
知らないらしい,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
が見出せない,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ことがない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ことが分かる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ことが問題,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
ことが多い,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,inf
ことが悔しい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
目標だろう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
的な内容,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
的でない,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
的かつ一方的,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
疑問に感じる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が読んでる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
箇所がある,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が大きいです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
納得できます,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
聞かされた,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が好きらしい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が存在する,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が実感です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
続けている,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が延々と続く,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
絶望します,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
絵になる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が怖いです,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
結果星一つ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が懸命です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が見えた,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が挙げられる,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
粗雑,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が本当に不思議,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
が極めて乏しい,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が残らない,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が残念です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
粗末な内容,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
粗な出来,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が知れない,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
が薄かった,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
お目出度い,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
言いません,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
お奨めできない,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
あると思える,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
集である,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
関連は薄い,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
閉じました,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
部類だった,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
部分が多い,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
あり主観的見解,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
過ぎだろう,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
あるといえる,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,inf
あるとプラス,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
遅れがある,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
あるのか,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,inf
あまりよくない,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
逃げ」です,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
あるまじき態度,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
賢いよ！,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
買ったバカ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
買うだけ無駄,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
いいでしょう,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
いいと思う,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
いいの？〜,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
買い物でした,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
いい本です,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
雑学的,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
雑談集,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
いえる．〜,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
☆ひとつです,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
４〜５,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
２章以降,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
．．．,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,inf
